timestamp,voltage,current,power,pf,freq,harmonics,anomaly,power_ma_5,power_std_5,current_diff_1,power_pct_change_1
2025-06-01 00:00:00,229.931,0.3688,84.795,0.98,49.995,0.00234,0,84.795,0.0,0.0,0.0
2025-06-01 00:01:00,230.505,0.3421,78.86,0.939,49.989,0.00924,0,81.8275,4.196678746342161,-0.0267,-0.06999233445368247
2025-06-01 00:02:00,229.719,0.3179,73.033,0.956,49.982,0.01412,0,78.896,5.8810826384263635,-0.0242,-0.07389043875221912
2025-06-01 00:03:00,230.299,0.3987,91.823,0.958,50.002,0.00515,0,82.12774999999999,8.0520134697271,0.08079999999999998,0.25728095518464245
2025-06-01 00:04:00,229.854,0.3371,77.484,0.987,50.0,0.01058,0,81.199,7.2759242368237995,-0.06159999999999999,-0.1561591322435555
2025-06-01 00:05:00,230.195,0.3272,75.326,0.972,50.056,0.01194,0,79.30519999999999,7.337997254019655,-0.00990000000000002,-0.027850911155851588
2025-06-01 00:06:00,230.086,0.3595,82.712,0.944,49.97,0.0072,0,80.07559999999998,7.4803963330828935,0.032299999999999995,0.09805379284709148
2025-06-01 00:07:00,229.56,0.3225,74.042,0.953,50.012,0.00888,0,80.2774,7.253065131377218,-0.03699999999999998,-0.1048215494728697
2025-06-01 00:08:00,229.845,0.3565,81.929,0.97,49.99,0.00186,0,78.2986,3.881896160383487,0.033999999999999975,0.10652062342994517
2025-06-01 00:09:00,229.551,0.3853,88.436,0.956,49.979,0.00076,0,80.489,5.881974923441962,0.028799999999999992,0.07942242673534405
2025-06-01 00:10:00,230.769,0.6374,147.081,0.981,49.948,0.00822,1,94.84,29.649925826214126,0.2521,0.6631349224297796
2025-06-01 00:11:00,230.481,0.3936,90.715,0.962,50.006,0.01028,0,96.4406,29.04130698332979,-0.24379999999999996,-0.3832310087638784
2025-06-01 00:12:00,230.412,0.379,87.32,0.968,49.988,0.00316,0,99.0962,27.017665752244394,-0.014600000000000002,-0.03742490216612482
2025-06-01 00:13:00,229.301,0.351,80.477,0.965,49.993,0.00862,0,98.8058,27.255078622157736,-0.028000000000000025,-0.07836692624828201
2025-06-01 00:14:00,229.344,0.3521,80.753,0.94,49.974,0.02944,0,97.2692,28.186532159880887,0.0011000000000000454,0.0034295513003714806
2025-06-01 00:15:00,229.591,0.3448,79.174,0.939,49.958,0.01264,0,83.6878,5.04656058122755,-0.007300000000000029,-0.019553453122484576
2025-06-01 00:16:00,229.589,0.3775,86.666,0.97,49.991,0.00084,0,82.878,3.810523258031594,0.03270000000000001,0.0946270240230378
2025-06-01 00:17:00,230.533,0.3248,74.876,0.98,50.043,0.01232,0,80.3892,4.225232620815062,-0.052700000000000025,-0.13603950799621523
2025-06-01 00:18:00,229.666,0.3502,80.418,0.978,49.999,0.00217,0,80.37740000000001,4.225008497032842,0.025400000000000034,0.07401570596719909
2025-06-01 00:19:00,230.189,0.3991,91.872,0.952,49.992,0.00858,0,82.60119999999999,6.683208600664786,0.0489,0.1424307990748339
2025-06-01 00:20:00,230.303,0.3581,82.475,0.945,49.997,0.00617,0,83.26140000000001,6.4177880769,-0.041000000000000036,-0.10228361198188796
2025-06-01 00:21:00,230.463,0.3527,81.284,0.964,50.037,0.00396,0,82.185,6.1497487753565805,-0.00539999999999996,-0.014440739618065912
2025-06-01 00:22:00,230.059,0.3718,85.527,0.953,49.988,0.00847,0,84.3152,4.645868132007177,0.019100000000000006,0.05219969489690457
2025-06-01 00:23:00,230.053,0.3867,88.962,0.945,50.013,0.01103,0,86.024,4.419868719769843,0.014899999999999969,0.040162755621032
2025-06-01 00:24:00,229.918,0.3703,85.148,0.911,50.003,0.00016,0,84.67920000000001,2.986084174968929,-0.01639999999999997,-0.0428722375845868
2025-06-01 00:25:00,229.808,0.3599,82.701,0.928,50.017,0.00958,0,84.7244,2.945817255024466,-0.01040000000000002,-0.028738197021656475
2025-06-01 00:26:00,231.531,0.3462,80.164,0.964,50.006,0.00059,0,84.5004,3.2947448004359754,-0.01369999999999999,-0.030676775371519027
2025-06-01 00:27:00,230.436,0.3944,90.877,0.923,50.017,0.00394,0,85.5704,4.396134472465539,0.048199999999999965,0.1336385409909684
2025-06-01 00:28:00,229.984,0.395,90.846,0.954,50.012,0.00349,0,85.9472,4.819831604942216,0.0006000000000000449,-0.00034112041550660166
2025-06-01 00:29:00,230.171,0.4127,94.996,0.981,49.981,0.00597,0,87.9168,6.220300370560876,0.017699999999999994,0.04568170310195274
2025-06-01 00:30:00,229.866,0.3744,86.066,0.943,50.013,0.0108,0,88.5898,5.672847450795741,-0.0383,-0.09400395806139195
2025-06-01 00:31:00,229.486,0.3842,88.17,0.941,50.008,0.00728,0,90.191,3.3573692081747115,0.009799999999999975,0.02444635512281268
2025-06-01 00:32:00,229.154,0.3826,87.671,0.921,49.976,0.00495,0,89.5498,3.4968496107210147,-0.0015999999999999903,-0.00565952137915382
2025-06-01 00:33:00,229.936,0.3387,77.873,0.99,49.976,0.01201,0,86.9552,6.12208311769775,-0.043899999999999995,-0.11175873435913819
2025-06-01 00:34:00,230.298,0.3314,76.33,0.959,49.989,0.00777,0,83.22200000000001,5.66736504029871,-0.007300000000000029,-0.019814313048168275
2025-06-01 00:35:00,229.924,0.3792,87.194,0.924,49.985,0.00422,0,83.4476,5.829023871970332,0.04780000000000001,0.14232935936067093
2025-06-01 00:36:00,229.757,0.4081,93.768,0.941,49.985,0.00578,0,84.5672,7.311842291789393,0.028900000000000037,0.07539509599284355
2025-06-01 00:37:00,229.661,0.3626,83.279,0.943,50.004,0.00578,0,83.68879999999999,7.106688799996802,-0.04550000000000004,-0.11186118931831757
2025-06-01 00:38:00,230.962,0.3462,79.956,0.955,49.993,0.00815,0,84.1054,6.73168981757181,-0.01639999999999997,-0.03990201611450661
2025-06-01 00:39:00,229.698,0.3661,84.082,0.972,50.042,0.00498,0,85.6558,5.215064544183505,0.019899999999999973,0.051603381860023
2025-06-01 00:40:00,230.378,0.4178,96.247,0.958,50.011,0.00148,0,87.4664,7.109917179545747,0.051700000000000024,0.14468019314478742
2025-06-01 00:41:00,230.463,0.3948,90.993,0.971,49.979,0.00204,0,86.9114,6.583887704084858,-0.02300000000000002,-0.0545887144534376
2025-06-01 00:42:00,230.568,0.3941,90.877,0.971,49.987,0.00868,0,88.431,6.410461020862663,-0.0006999999999999784,-0.0012748233380589502
2025-06-01 00:43:00,229.944,0.3475,79.905,0.972,49.977,0.0157,0,88.4208,6.427335622168769,-0.04660000000000003,-0.12073461932062013
2025-06-01 00:44:00,229.588,0.4116,94.494,0.949,50.011,0.00184,0,90.50319999999999,6.356476948750723,0.06410000000000005,0.18257931293410934
